question,correct_answers,question_type
221000 × 244 =,5.3924e+07;2.6962e+05,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{4.1\times10^6}{54.3}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B4.1%5Ctimes10%5E6%7D%7B54.3%7D%3D?scale=1.5"" alt=""LaTeX: \frac{4.1\times10^6}{54.3}="" data-equation-content=""\frac{4.1\times10^6}{54.3}="" data-ignore-a11y-check=""""></mattext>",75506;377.53,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{0.0642}{0.00000917}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B0.0642%7D%7B0.00000917%7D%3D?scale=1.5"" alt=""LaTeX: \frac{0.0642}{0.00000917}="" data-equation-content=""\frac{0.0642}{0.00000917}="" data-ignore-a11y-check=""""></mattext>",7001.1;35.005,numerical_tolerance
1.9 x 10<sup>-8</sup> × 1.16 x 10<sup>7</sup> =,0.2204;0.001102,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{0.41}{1.24\times10^-8}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B0.41%7D%7B1.24%5Ctimes10%5E-8%7D%3D?scale=1.5"" alt=""LaTeX: \frac{0.41}{1.24\times10^-8}="" data-equation-content=""\frac{0.41}{1.24\times10^-8}="" data-ignore-a11y-check=""""></mattext>",3.3065e+07;1.6532e+05,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{17800}{78.0}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B17800%7D%7B78.0%7D%3D?scale=1.5"" alt=""LaTeX: \frac{17800}{78.0}="" data-equation-content=""\frac{17800}{78.0}="" data-ignore-a11y-check=""""></mattext>",228.21;1.141,numerical_tolerance
5370 × 20. =,1.074e+05;537,numerical_tolerance
1.4 x 10<sup>7</sup> × 0.00432 =,60480;302.4,numerical_tolerance
35 × 3.44 x 10<sup>6</sup> =,1.204e+08;6.02e+05,numerical_tolerance
981000 × 0.000219 =,214.84;1.0742,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{14000}{2.1}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B14000%7D%7B2.1%7D%3D?scale=1.5"" alt=""LaTeX: \frac{14000}{2.1}="" data-equation-content=""\frac{14000}{2.1}="" data-ignore-a11y-check=""""></mattext>",6666.7;33.333,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{77000}{403000}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B77000%7D%7B403000%7D%3D?scale=1.5"" alt=""LaTeX: \frac{77000}{403000}="" data-equation-content=""\frac{77000}{403000}="" data-ignore-a11y-check=""""></mattext>",0.19107;0.00095533,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{1.7\times10^8}{15000}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B1.7%5Ctimes10%5E8%7D%7B15000%7D%3D?scale=1.5"" alt=""LaTeX: \frac{1.7\times10^8}{15000}="" data-equation-content=""\frac{1.7\times10^8}{15000}="" data-ignore-a11y-check=""""></mattext>",11333;56.667,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{640}{1.24}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B640%7D%7B1.24%7D%3D?scale=1.5"" alt=""LaTeX: \frac{640}{1.24}="" data-equation-content=""\frac{640}{1.24}="" data-ignore-a11y-check=""""></mattext>",516.13;2.5806,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{0.19}{0.00037}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B0.19%7D%7B0.00037%7D%3D?scale=1.5"" alt=""LaTeX: \frac{0.19}{0.00037}="" data-equation-content=""\frac{0.19}{0.00037}="" data-ignore-a11y-check=""""></mattext>",513.51;2.5676,numerical_tolerance
24 × 150000 =,3.6e+06;18000,numerical_tolerance
496000 × 0.032 =,15872;79.36,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{91}{1.35\times10^-9}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B91%7D%7B1.35%5Ctimes10%5E-9%7D%3D?scale=1.5"" alt=""LaTeX: \frac{91}{1.35\times10^-9}="" data-equation-content=""\frac{91}{1.35\times10^-9}="" data-ignore-a11y-check=""""></mattext>",6.7407e+10;3.3704e+08,numerical_tolerance
2.3 × 0.041 =,0.0943;0.0004715,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{4.12\times10^6}{127}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B4.12%5Ctimes10%5E6%7D%7B127%7D%3D?scale=1.5"" alt=""LaTeX: \frac{4.12\times10^6}{127}="" data-equation-content=""\frac{4.12\times10^6}{127}="" data-ignore-a11y-check=""""></mattext>",32441;162.2,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{0.41}{0.0071}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B0.41%7D%7B0.0071%7D%3D?scale=1.5"" alt=""LaTeX: \frac{0.41}{0.0071}="" data-equation-content=""\frac{0.41}{0.0071}="" data-ignore-a11y-check=""""></mattext>",57.746;0.28873,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{0.000304}{1.41\times10^-8}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B0.000304%7D%7B1.41%5Ctimes10%5E-8%7D%3D?scale=1.5"" alt=""LaTeX: \frac{0.000304}{1.41\times10^-8}="" data-equation-content=""\frac{0.000304}{1.41\times10^-8}="" data-ignore-a11y-check=""""></mattext>",21560;107.8,numerical_tolerance
776000 × 9.76 x 10<sup>6</sup> =,7.5738e+12;3.7869e+10,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{0.00910}{0.000039}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B0.00910%7D%7B0.000039%7D%3D?scale=1.5"" alt=""LaTeX: \frac{0.00910}{0.000039}="" data-equation-content=""\frac{0.00910}{0.000039}="" data-ignore-a11y-check=""""></mattext>",233.33;1.1667,numerical_tolerance
149000 × 2.0 x 10<sup>5</sup> =,2.98e+10;1.49e+08,numerical_tolerance
7.3 x 10<sup>6</sup> × 0.00098 =,7154;35.77,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{0.161}{2.07\times10^-8}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B0.161%7D%7B2.07%5Ctimes10%5E-8%7D%3D?scale=1.5"" alt=""LaTeX: \frac{0.161}{2.07\times10^-8}="" data-equation-content=""\frac{0.161}{2.07\times10^-8}="" data-ignore-a11y-check=""""></mattext>",7.7778e+06;38889,numerical_tolerance
6.46 x 10<sup>6</sup> × 590 =,3.8114e+09;1.9057e+07,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{1.02}{0.773}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B1.02%7D%7B0.773%7D%3D?scale=1.5"" alt=""LaTeX: \frac{1.02}{0.773}="" data-equation-content=""\frac{1.02}{0.773}="" data-ignore-a11y-check=""""></mattext>",1.3195;0.0065977,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{1.8\times10^6}{8.46}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B1.8%5Ctimes10%5E6%7D%7B8.46%7D%3D?scale=1.5"" alt=""LaTeX: \frac{1.8\times10^6}{8.46}="" data-equation-content=""\frac{1.8\times10^6}{8.46}="" data-ignore-a11y-check=""""></mattext>",2.1277e+05;1063.8,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{0.00527}{6.92\times10^-9}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B0.00527%7D%7B6.92%5Ctimes10%5E-9%7D%3D?scale=1.5"" alt=""LaTeX: \frac{0.00527}{6.92\times10^-9}="" data-equation-content=""\frac{0.00527}{6.92\times10^-9}="" data-ignore-a11y-check=""""></mattext>",7.6156e+05;3807.8,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{3.0\times10^6}{2.5}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B3.0%5Ctimes10%5E6%7D%7B2.5%7D%3D?scale=1.5"" alt=""LaTeX: \frac{3.0\times10^6}{2.5}="" data-equation-content=""\frac{3.0\times10^6}{2.5}="" data-ignore-a11y-check=""""></mattext>",1.2e+06;6000,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{3.15\times10^7}{4.27\times10^8}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B3.15%5Ctimes10%5E7%7D%7B4.27%5Ctimes10%5E8%7D%3D?scale=1.5"" alt=""LaTeX: \frac{3.15\times10^7}{4.27\times10^8}="" data-equation-content=""\frac{3.15\times10^7}{4.27\times10^8}="" data-ignore-a11y-check=""""></mattext>",0.07377;0.00036885,numerical_tolerance
7.24 x 10<sup>6</sup> × 0.0022 =,15928;79.64,numerical_tolerance
4.2 x 10<sup>7</sup> × 4.1 x 10<sup>6</sup> =,1.722e+14;8.61e+11,numerical_tolerance
0.000017 × 49000 =,0.833;0.004165,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{8.3\times10^6}{11}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B8.3%5Ctimes10%5E6%7D%7B11%7D%3D?scale=1.5"" alt=""LaTeX: \frac{8.3\times10^6}{11}="" data-equation-content=""\frac{8.3\times10^6}{11}="" data-ignore-a11y-check=""""></mattext>",7.5455e+05;3772.7,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{6.1\times10^8}{3.7\times10^-7}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B6.1%5Ctimes10%5E8%7D%7B3.7%5Ctimes10%5E-7%7D%3D?scale=1.5"" alt=""LaTeX: \frac{6.1\times10^8}{3.7\times10^-7}="" data-equation-content=""\frac{6.1\times10^8}{3.7\times10^-7}="" data-ignore-a11y-check=""""></mattext>",1.6486e+15;8.2432e+12,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{0.28}{0.00167}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B0.28%7D%7B0.00167%7D%3D?scale=1.5"" alt=""LaTeX: \frac{0.28}{0.00167}="" data-equation-content=""\frac{0.28}{0.00167}="" data-ignore-a11y-check=""""></mattext>",167.66;0.83832,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{11}{0.000010}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B11%7D%7B0.000010%7D%3D?scale=1.5"" alt=""LaTeX: \frac{11}{0.000010}="" data-equation-content=""\frac{11}{0.000010}="" data-ignore-a11y-check=""""></mattext>",1.1e+06;5500,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{970}{75.8}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B970%7D%7B75.8%7D%3D?scale=1.5"" alt=""LaTeX: \frac{970}{75.8}="" data-equation-content=""\frac{970}{75.8}="" data-ignore-a11y-check=""""></mattext>",12.797;0.063984,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{2200}{2.1\times10^-7}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B2200%7D%7B2.1%5Ctimes10%5E-7%7D%3D?scale=1.5"" alt=""LaTeX: \frac{2200}{2.1\times10^-7}="" data-equation-content=""\frac{2200}{2.1\times10^-7}="" data-ignore-a11y-check=""""></mattext>",1.0476e+10;5.2381e+07,numerical_tolerance
1.0 x 10<sup>5</sup> × 252 =,2.52e+07;1.26e+05,numerical_tolerance
9.62 x 10<sup>8</sup> × 2.2 x 10<sup>8</sup> =,2.1164e+17;1.0582e+15,numerical_tolerance
0.151 × 10.2 =,1.5402;0.007701,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{652000}{230}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B652000%7D%7B230%7D%3D?scale=1.5"" alt=""LaTeX: \frac{652000}{230}="" data-equation-content=""\frac{652000}{230}="" data-ignore-a11y-check=""""></mattext>",2834.8;14.174,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{7.0\times10^4}{0.0000042}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B7.0%5Ctimes10%5E4%7D%7B0.0000042%7D%3D?scale=1.5"" alt=""LaTeX: \frac{7.0\times10^4}{0.0000042}="" data-equation-content=""\frac{7.0\times10^4}{0.0000042}="" data-ignore-a11y-check=""""></mattext>",1.6667e+10;8.3333e+07,numerical_tolerance
490000 × 0.00090 =,441;2.205,numerical_tolerance
8.65 x 10<sup>6</sup> × 0.00000394 =,34.081;0.17041,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{11100}{780.}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B11100%7D%7B780.%7D%3D?scale=1.5"" alt=""LaTeX: \frac{11100}{780.}="" data-equation-content=""\frac{11100}{780.}="" data-ignore-a11y-check=""""></mattext>",14.231;0.071154,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{367}{26100}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B367%7D%7B26100%7D%3D?scale=1.5"" alt=""LaTeX: \frac{367}{26100}="" data-equation-content=""\frac{367}{26100}="" data-ignore-a11y-check=""""></mattext>",0.014061;7.0307e-05,numerical_tolerance
1.0 x 10<sup>7</sup> × 0.209 =,2.09e+06;10450,numerical_tolerance
0.196 × 440000 =,86240;431.2,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{0.00000257}{0.0000244}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B0.00000257%7D%7B0.0000244%7D%3D?scale=1.5"" alt=""LaTeX: \frac{0.00000257}{0.0000244}="" data-equation-content=""\frac{0.00000257}{0.0000244}="" data-ignore-a11y-check=""""></mattext>",0.10533;0.00052664,numerical_tolerance
1.1 × 99000 =,1.089e+05;544.5,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{530}{3.8}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B530%7D%7B3.8%7D%3D?scale=1.5"" alt=""LaTeX: \frac{530}{3.8}="" data-equation-content=""\frac{530}{3.8}="" data-ignore-a11y-check=""""></mattext>",139.47;0.69737,numerical_tolerance
1.0 x 10<sup>5</sup> × 6.38 x 10<sup>8</sup> =,6.38e+13;3.19e+11,numerical_tolerance
9100 × 448000 =,4.0768e+09;2.0384e+07,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{5.8\times10^-7}{6.3\times10^-8}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B5.8%5Ctimes10%5E-7%7D%7B6.3%5Ctimes10%5E-8%7D%3D?scale=1.5"" alt=""LaTeX: \frac{5.8\times10^-7}{6.3\times10^-8}="" data-equation-content=""\frac{5.8\times10^-7}{6.3\times10^-8}="" data-ignore-a11y-check=""""></mattext>",9.2063;0.046032,numerical_tolerance
4.6 x 10<sup>7</sup> × 3.80 x 10<sup>-9</sup> =,0.1748;0.000874,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{1970}{40.7}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B1970%7D%7B40.7%7D%3D?scale=1.5"" alt=""LaTeX: \frac{1970}{40.7}="" data-equation-content=""\frac{1970}{40.7}="" data-ignore-a11y-check=""""></mattext>",48.403;0.24201,numerical_tolerance
7.8 x 10<sup>6</sup> × 2.79 x 10<sup>8</sup> =,2.1762e+15;1.0881e+13,numerical_tolerance
8.64 x 10<sup>6</sup> × 1.0 x 10<sup>6</sup> =,8.64e+12;4.32e+10,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{9.7\times10^8}{310000}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B9.7%5Ctimes10%5E8%7D%7B310000%7D%3D?scale=1.5"" alt=""LaTeX: \frac{9.7\times10^8}{310000}="" data-equation-content=""\frac{9.7\times10^8}{310000}="" data-ignore-a11y-check=""""></mattext>",3129;15.645,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{310}{520}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B310%7D%7B520%7D%3D?scale=1.5"" alt=""LaTeX: \frac{310}{520}="" data-equation-content=""\frac{310}{520}="" data-ignore-a11y-check=""""></mattext>",0.59615;0.0029808,numerical_tolerance
96 × 9.76 x 10<sup>7</sup> =,9.3696e+09;4.6848e+07,numerical_tolerance
6.0 x 10<sup>7</sup> × 0.0000761 =,4566;22.83,numerical_tolerance
2.0 x 10<sup>8</sup> × 0.0000115 =,2300;11.5,numerical_tolerance
1.0 × 0.118 =,0.118;0.00059,numerical_tolerance
8.9 x 10<sup>7</sup> × 6.55 x 10<sup>8</sup> =,5.8295e+16;2.9148e+14,numerical_tolerance
1.72 x 10<sup>-8</sup> × 5.1 x 10<sup>6</sup> =,0.08772;0.0004386,numerical_tolerance
1.84 x 10<sup>6</sup> × 0.859 =,1.5806e+06;7902.8,numerical_tolerance
4810 × 8.81 =,42376;211.88,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{4040}{0.86}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B4040%7D%7B0.86%7D%3D?scale=1.5"" alt=""LaTeX: \frac{4040}{0.86}="" data-equation-content=""\frac{4040}{0.86}="" data-ignore-a11y-check=""""></mattext>",4697.7;23.488,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{390}{0.000231}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B390%7D%7B0.000231%7D%3D?scale=1.5"" alt=""LaTeX: \frac{390}{0.000231}="" data-equation-content=""\frac{390}{0.000231}="" data-ignore-a11y-check=""""></mattext>",1.6883e+06;8441.6,numerical_tolerance
7.7 x 10<sup>-9</sup> × 7.26 x 10<sup>6</sup> =,0.055902;0.00027951,numerical_tolerance
3.21 x 10<sup>7</sup> × 0.00040 =,12840;64.2,numerical_tolerance
6.7 × 0.0043 =,0.02881;0.00014405,numerical_tolerance
0.065 × 3.49 x 10<sup>6</sup> =,2.2685e+05;1134.2,numerical_tolerance
4.92 x 10<sup>6</sup> × 1.1 x 10<sup>6</sup> =,5.412e+12;2.706e+10,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{8.51\times10^6}{2.9\times10^-8}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B8.51%5Ctimes10%5E6%7D%7B2.9%5Ctimes10%5E-8%7D%3D?scale=1.5"" alt=""LaTeX: \frac{8.51\times10^6}{2.9\times10^-8}="" data-equation-content=""\frac{8.51\times10^6}{2.9\times10^-8}="" data-ignore-a11y-check=""""></mattext>",2.9345e+14;1.4672e+12,numerical_tolerance
0.051 × 890000 =,45390;226.95,numerical_tolerance
0.0000123 × 4.72 x 10<sup>8</sup> =,5805.6;29.028,numerical_tolerance
329000 × 1.29 x 10<sup>-7</sup> =,0.042441;0.00021221,numerical_tolerance
55000 × 2.94 x 10<sup>8</sup> =,1.617e+13;8.085e+10,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{42000}{0.0289}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B42000%7D%7B0.0289%7D%3D?scale=1.5"" alt=""LaTeX: \frac{42000}{0.0289}="" data-equation-content=""\frac{42000}{0.0289}="" data-ignore-a11y-check=""""></mattext>",1.4533e+06;7266.4,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{570}{0.0029}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B570%7D%7B0.0029%7D%3D?scale=1.5"" alt=""LaTeX: \frac{570}{0.0029}="" data-equation-content=""\frac{570}{0.0029}="" data-ignore-a11y-check=""""></mattext>",1.9655e+05;982.76,numerical_tolerance
17 × 6.7 x 10<sup>7</sup> =,1.139e+09;5.695e+06,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{820}{5.2\times10^-8}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B820%7D%7B5.2%5Ctimes10%5E-8%7D%3D?scale=1.5"" alt=""LaTeX: \frac{820}{5.2\times10^-8}="" data-equation-content=""\frac{820}{5.2\times10^-8}="" data-ignore-a11y-check=""""></mattext>",1.5769e+10;7.8846e+07,numerical_tolerance
10700 × 1.47 x 10<sup>6</sup> =,1.5729e+10;7.8645e+07,numerical_tolerance
4.8 x 10<sup>7</sup> × 1.7 x 10<sup>7</sup> =,8.16e+14;4.08e+12,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{6.1\times10^8}{1300}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B6.1%5Ctimes10%5E8%7D%7B1300%7D%3D?scale=1.5"" alt=""LaTeX: \frac{6.1\times10^8}{1300}="" data-equation-content=""\frac{6.1\times10^8}{1300}="" data-ignore-a11y-check=""""></mattext>",4.6923e+05;2346.2,numerical_tolerance
0.000856 × 2.05 x 10<sup>7</sup> =,17548;87.74,numerical_tolerance
1.00 x 10<sup>5</sup> × 4.2 x 10<sup>6</sup> =,4.2e+11;2.1e+09,numerical_tolerance
31.8 × 380. =,12084;60.42,numerical_tolerance
84.1 × 8340 =,7.0139e+05;3507,numerical_tolerance
2.40 x 10<sup>4</sup> × 32700 =,7.848e+08;3.924e+06,numerical_tolerance
9.4 x 10<sup>8</sup> × 92 =,8.648e+10;4.324e+08,numerical_tolerance
6320 × 1.6 x 10<sup>6</sup> =,1.0112e+10;5.056e+07,numerical_tolerance
"<mattext texttype=""text/html""><img class=""equation_image"" title=""\frac{3.7\times10^7}{25000}="" src=""https://weber.instructure.com/equation_images/%5Cfrac%7B3.7%5Ctimes10%5E7%7D%7B25000%7D%3D?scale=1.5"" alt=""LaTeX: \frac{3.7\times10^7}{25000}="" data-equation-content=""\frac{3.7\times10^7}{25000}="" data-ignore-a11y-check=""""></mattext>",1480;7.4,numerical_tolerance
