question,correct_answers,question_type
"Concentrated nitric acid has a concentration of 15.8 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HNO_3"" src=""https://weber.instructure.com/equation_images/HNO_3?scale=1.5"" alt=""LaTeX: HNO_3"" data-equation-content=""HNO_3"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 1.23 M solution using a 1.000 L volumetric flask.",77.8;7.78e1;7.78E1,short_answer
"Concentrated hydrochloric acid has a concentration of 11.65 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HCl"" src=""https://weber.instructure.com/equation_images/HCl?scale=1.5"" alt=""LaTeX: HCl"" data-equation-content=""HCl"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 0.798 M solution using a 1.000 L volumetric flask.",68.5;6.85e1;6.85E1,short_answer
"Concentrated perchloric acid has a concentration of 11.6 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HClO_4"" src=""https://weber.instructure.com/equation_images/HClO_4?scale=1.5"" alt=""LaTeX: HClO_4"" data-equation-content=""HClO_4"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 0.133 M solution using a 1.000 L volumetric flask.",11.5;1.15e1;1.15E1,short_answer
"Concentrated nitric acid has a concentration of 15.8 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HNO_3"" src=""https://weber.instructure.com/equation_images/HNO_3?scale=1.5"" alt=""LaTeX: HNO_3"" data-equation-content=""HNO_3"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 0.491 M solution using a 1.000 L volumetric flask.",31.1;3.11e1;3.11E1,short_answer
"Concentrated perchloric acid has a concentration of 11.6 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HClO_4"" src=""https://weber.instructure.com/equation_images/HClO_4?scale=1.5"" alt=""LaTeX: HClO_4"" data-equation-content=""HClO_4"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 0.450 M solution using a 1.000 L volumetric flask.",38.8;3.88e1;3.88E1,short_answer
"Concentrated sulfuric acid has a concentration of 18.4 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""H_2SO_4"" src=""https://weber.instructure.com/equation_images/H_2SO_4?scale=1.5"" alt=""LaTeX: H_2SO_4"" data-equation-content=""H_2SO_4"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 1.15 M solution using a 1.000 L volumetric flask.",62.5;6.25e1;6.25E1,short_answer
"Concentrated hydrochloric acid has a concentration of 11.65 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HCl"" src=""https://weber.instructure.com/equation_images/HCl?scale=1.5"" alt=""LaTeX: HCl"" data-equation-content=""HCl"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 0.670 M solution using a 1.000 L volumetric flask.",57.5;5.75e1;5.75E1,short_answer
"Concentrated sulfuric acid has a concentration of 18.4 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""H_2SO_4"" src=""https://weber.instructure.com/equation_images/H_2SO_4?scale=1.5"" alt=""LaTeX: H_2SO_4"" data-equation-content=""H_2SO_4"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 1.23 M solution using a 1.000 L volumetric flask.",66.8;6.68e1;6.68E1,short_answer
"Concentrated perchloric acid has a concentration of 11.6 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HClO_4"" src=""https://weber.instructure.com/equation_images/HClO_4?scale=1.5"" alt=""LaTeX: HClO_4"" data-equation-content=""HClO_4"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 0.255 M solution using a 1.000 L volumetric flask.",22.0;2.20e1;2.20E1,short_answer
"Concentrated hydrochloric acid has a concentration of 11.65 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HCl"" src=""https://weber.instructure.com/equation_images/HCl?scale=1.5"" alt=""LaTeX: HCl"" data-equation-content=""HCl"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 0.0433 M solution using a 1.000 L volumetric flask.",3.72;3.72e0;3.72E0,short_answer
"Concentrated sulfuric acid has a concentration of 18.4 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""H_2SO_4"" src=""https://weber.instructure.com/equation_images/H_2SO_4?scale=1.5"" alt=""LaTeX: H_2SO_4"" data-equation-content=""H_2SO_4"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 1.59 M solution using a 1.000 L volumetric flask.",86.4;8.64e1;8.64E1,short_answer
"Concentrated nitric acid has a concentration of 15.8 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HNO_3"" src=""https://weber.instructure.com/equation_images/HNO_3?scale=1.5"" alt=""LaTeX: HNO_3"" data-equation-content=""HNO_3"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 0.320 M solution using a 1.000 L volumetric flask.",20.3;2.03e1;2.03E1,short_answer
"Concentrated hydrochloric acid has a concentration of 11.65 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HCl"" src=""https://weber.instructure.com/equation_images/HCl?scale=1.5"" alt=""LaTeX: HCl"" data-equation-content=""HCl"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 1.01 M solution using a 1.000 L volumetric flask.",86.7;8.67e1;8.67E1,short_answer
"Concentrated nitric acid has a concentration of 15.8 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HNO_3"" src=""https://weber.instructure.com/equation_images/HNO_3?scale=1.5"" alt=""LaTeX: HNO_3"" data-equation-content=""HNO_3"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 0.0578 M solution using a 1.000 L volumetric flask.",3.66;3.66e0;3.66E0,short_answer
"Concentrated hydrochloric acid has a concentration of 11.65 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HCl"" src=""https://weber.instructure.com/equation_images/HCl?scale=1.5"" alt=""LaTeX: HCl"" data-equation-content=""HCl"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 1.16 M solution using a 1.000 L volumetric flask.",99.6;9.96e1;9.96E1,short_answer
"Concentrated acetic acid has a concentration of 17.4 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HC_2H_3O_2"" src=""https://weber.instructure.com/equation_images/HC_2H_3O_2?scale=1.5"" alt=""LaTeX: HC_2H_3O_2"" data-equation-content=""HC_2H_3O_2"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 1.24 M solution using a 1.000 L volumetric flask.",71.3;7.13e1;7.13E1,short_answer
"Concentrated sulfuric acid has a concentration of 18.4 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""H_2SO_4"" src=""https://weber.instructure.com/equation_images/H_2SO_4?scale=1.5"" alt=""LaTeX: H_2SO_4"" data-equation-content=""H_2SO_4"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 1.79 M solution using a 1.000 L volumetric flask.",97.3;9.73e1;9.73E1,short_answer
"Concentrated hydrochloric acid has a concentration of 11.65 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HCl"" src=""https://weber.instructure.com/equation_images/HCl?scale=1.5"" alt=""LaTeX: HCl"" data-equation-content=""HCl"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 0.789 M solution using a 1.000 L volumetric flask.",67.7;6.77e1;6.77E1,short_answer
"Concentrated acetic acid has a concentration of 17.4 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HC_2H_3O_2"" src=""https://weber.instructure.com/equation_images/HC_2H_3O_2?scale=1.5"" alt=""LaTeX: HC_2H_3O_2"" data-equation-content=""HC_2H_3O_2"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 1.45 M solution using a 1.000 L volumetric flask.",83.3;8.33e1;8.33E1,short_answer
"Concentrated sulfuric acid has a concentration of 18.4 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""H_2SO_4"" src=""https://weber.instructure.com/equation_images/H_2SO_4?scale=1.5"" alt=""LaTeX: H_2SO_4"" data-equation-content=""H_2SO_4"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 0.209 M solution using a 1.000 L volumetric flask.",11.4;1.14e1;1.14E1,short_answer
"Concentrated nitric acid has a concentration of 15.8 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HNO_3"" src=""https://weber.instructure.com/equation_images/HNO_3?scale=1.5"" alt=""LaTeX: HNO_3"" data-equation-content=""HNO_3"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 0.903 M solution using a 1.000 L volumetric flask.",57.2;5.72e1;5.72E1,short_answer
"Concentrated hydrochloric acid has a concentration of 11.65 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HCl"" src=""https://weber.instructure.com/equation_images/HCl?scale=1.5"" alt=""LaTeX: HCl"" data-equation-content=""HCl"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 0.543 M solution using a 1.000 L volumetric flask.",46.6;4.66e1;4.66E1,short_answer
"Concentrated nitric acid has a concentration of 15.8 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HNO_3"" src=""https://weber.instructure.com/equation_images/HNO_3?scale=1.5"" alt=""LaTeX: HNO_3"" data-equation-content=""HNO_3"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 0.941 M solution using a 1.000 L volumetric flask.",59.6;5.96e1;5.96E1,short_answer
"Concentrated perchloric acid has a concentration of 11.6 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HClO_4"" src=""https://weber.instructure.com/equation_images/HClO_4?scale=1.5"" alt=""LaTeX: HClO_4"" data-equation-content=""HClO_4"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 0.409 M solution using a 1.000 L volumetric flask.",35.3;3.53e1;3.53E1,short_answer
"Concentrated hydrochloric acid has a concentration of 11.65 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HCl"" src=""https://weber.instructure.com/equation_images/HCl?scale=1.5"" alt=""LaTeX: HCl"" data-equation-content=""HCl"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 0.381 M solution using a 1.000 L volumetric flask.",32.7;3.27e1;3.27E1,short_answer
"Concentrated sulfuric acid has a concentration of 18.4 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""H_2SO_4"" src=""https://weber.instructure.com/equation_images/H_2SO_4?scale=1.5"" alt=""LaTeX: H_2SO_4"" data-equation-content=""H_2SO_4"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 1.61 M solution using a 1.000 L volumetric flask.",87.5;8.75e1;8.75E1,short_answer
"Concentrated nitric acid has a concentration of 15.8 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HNO_3"" src=""https://weber.instructure.com/equation_images/HNO_3?scale=1.5"" alt=""LaTeX: HNO_3"" data-equation-content=""HNO_3"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 1.35 M solution using a 1.000 L volumetric flask.",85.4;8.54e1;8.54E1,short_answer
"Concentrated acetic acid has a concentration of 17.4 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HC_2H_3O_2"" src=""https://weber.instructure.com/equation_images/HC_2H_3O_2?scale=1.5"" alt=""LaTeX: HC_2H_3O_2"" data-equation-content=""HC_2H_3O_2"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 0.880 M solution using a 1.000 L volumetric flask.",50.6;5.06e1;5.06E1,short_answer
"Concentrated sulfuric acid has a concentration of 18.4 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""H_2SO_4"" src=""https://weber.instructure.com/equation_images/H_2SO_4?scale=1.5"" alt=""LaTeX: H_2SO_4"" data-equation-content=""H_2SO_4"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 0.920 M solution using a 1.000 L volumetric flask.",50.0;5.00e1;5.00E1,short_answer
"Concentrated hydrochloric acid has a concentration of 11.65 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HCl"" src=""https://weber.instructure.com/equation_images/HCl?scale=1.5"" alt=""LaTeX: HCl"" data-equation-content=""HCl"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 0.995 M solution using a 1.000 L volumetric flask.",85.4;8.54e1;8.54E1,short_answer
"Concentrated perchloric acid has a concentration of 11.6 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HClO_4"" src=""https://weber.instructure.com/equation_images/HClO_4?scale=1.5"" alt=""LaTeX: HClO_4"" data-equation-content=""HClO_4"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 1.01 M solution using a 1.000 L volumetric flask.",87.1;8.71e1;8.71E1,short_answer
"Concentrated acetic acid has a concentration of 17.4 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HC_2H_3O_2"" src=""https://weber.instructure.com/equation_images/HC_2H_3O_2?scale=1.5"" alt=""LaTeX: HC_2H_3O_2"" data-equation-content=""HC_2H_3O_2"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 1.55 M solution using a 1.000 L volumetric flask.",89.1;8.91e1;8.91E1,short_answer
"Concentrated nitric acid has a concentration of 15.8 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HNO_3"" src=""https://weber.instructure.com/equation_images/HNO_3?scale=1.5"" alt=""LaTeX: HNO_3"" data-equation-content=""HNO_3"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 1.28 M solution using a 1.000 L volumetric flask.",81.0;8.10e1;8.10E1,short_answer
"Concentrated acetic acid has a concentration of 17.4 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HC_2H_3O_2"" src=""https://weber.instructure.com/equation_images/HC_2H_3O_2?scale=1.5"" alt=""LaTeX: HC_2H_3O_2"" data-equation-content=""HC_2H_3O_2"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 0.124 M solution using a 1.000 L volumetric flask.",7.13;7.13e0;7.13E0,short_answer
"Concentrated sulfuric acid has a concentration of 18.4 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""H_2SO_4"" src=""https://weber.instructure.com/equation_images/H_2SO_4?scale=1.5"" alt=""LaTeX: H_2SO_4"" data-equation-content=""H_2SO_4"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 1.68 M solution using a 1.000 L volumetric flask.",91.3;9.13e1;9.13E1,short_answer
"Concentrated hydrochloric acid has a concentration of 11.65 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HCl"" src=""https://weber.instructure.com/equation_images/HCl?scale=1.5"" alt=""LaTeX: HCl"" data-equation-content=""HCl"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 0.316 M solution using a 1.000 L volumetric flask.",27.1;2.71e1;2.71E1,short_answer
"Concentrated perchloric acid has a concentration of 11.6 M. Calculate the volume of <mattext texttype=""text/html""><img class=""equation_image"" title=""HClO_4"" src=""https://weber.instructure.com/equation_images/HClO_4?scale=1.5"" alt=""LaTeX: HClO_4"" data-equation-content=""HClO_4"" data-ignore-a11y-check=""""></mattext> (in mL) needed to prepare a 1.04 M solution using a 1.000 L volumetric flask.",89.7;8.97e1;8.97E1,short_answer
